,amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
2700,http://www.amazon.com/Telegraph-Avenue-Michael-Chabon-ebook/dp/B007HBH2EW?tag=NYTBS-20,Michael Chabon,"Descr: Fathers and sons in Berkeley and Oakland, Calif.     ",Harper/HarperCollins,TELEGRAPH AVENUE,5b4aa4ead3089013507dc339,2012-09-22 00:00:00,1349568000000,7,5,2,27.99
2701,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc33a,2012-09-22 00:00:00,1349568000000,8,6,2,26.95
2703,http://www.amazon.com/Midst-Tribulation-Safehold-David-Weber-ebook/dp/B007RMY4GA?tag=NYTBS-20,David Weber,"Descr: In Book 6 of the Safehold science fiction series, the republic of Siddamark descends into chaos.     ",Tor/Tom Doherty,MIDST TOIL AND TRIBULATION,5b4aa4ead3089013507dc33c,2012-09-22 00:00:00,1349568000000,10,0,1,27.99
2706,http://www.amazon.com/Robert-Parkers-Twice-Jesse-Stone/dp/042526128X?tag=NYTBS-20,Michael Brandman,"Descr: Jesse Stone, the chief of police in Paradise, Mass., deals with the arrest of a troubled movie star; a continuation of the series by Parker, who died in 2010.     ",Putnam,ROBERT B. PARKER'S FOOL ME TWICE,5b4aa4ead3089013507dc340,2012-09-22 00:00:00,1349568000000,14,10,2,25.95
2707,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,"Descr: A fable about the inventor of the world’s first clock, who returns to our world after centuries of banishment; from the author of “Tuesdays With Morrie.”     ",Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc34b,2012-09-29 00:00:00,1350172800000,5,4,4,24.99
2708,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc34c,2012-09-29 00:00:00,1350172800000,6,8,3,26.95
2709,http://www.amazon.com/Low-Pressure-Sandra-Brown/dp/1455501557?tag=NYTBS-20,Sandra Brown,Descr: A woman makes disturbing discoveries — and acquires a stalker — when she writes a book about her sister’s murder.     ,Grand Central,LOW PRESSURE,5b4aa4ead3089013507dc34d,2012-09-29 00:00:00,1350172800000,7,5,2,26.99
2711,http://www.amazon.com/Telegraph-Avenue-Michael-Chabon-ebook/dp/B007HBH2EW?tag=NYTBS-20,Michael Chabon,"Descr: Fathers and sons in Berkeley and Oakland, Calif.     ",Harper/HarperCollins,TELEGRAPH AVENUE,5b4aa4ead3089013507dc34f,2012-09-29 00:00:00,1350172800000,9,7,3,27.99
2712,http://www.amazon.com/Rapture-Fallen-Angels-Book-4/dp/0451414799?tag=NYTBS-20,JR Ward,"Descr: After a man stumbles in front of the reporter Mels Carmichael’s car, both find they’re in over their heads; a Fallen Angels novel.     ",New American Library,RAPTURE,5b4aa4ead3089013507dc350,2012-09-29 00:00:00,1350172800000,10,0,1,27.95
2715,http://www.amazon.com/Severe-Clear-Stone-Barrington-Stuart/dp/0451414373?tag=NYTBS-20,Stuart Woods,"Descr: Stone Barrington travels to Bel-Air for the opening of a luxury hotel, where terrorists have targeted the president.     ",Putnam,SEVERE CLEAR,5b4aa4ead3089013507dc353,2012-09-29 00:00:00,1350172800000,13,6,2,26.95
2717,http://www.amazon.com/Mad-River-Virgil-Flowers-Novel/dp/0399157700?tag=NYTBS-20,John Sandford,Descr: Virgil Flowers joins the hunt for a teenage Bonnie and Clyde.     ,Putnam,MAD RIVER,5b4aa4ead3089013507dc35c,2012-10-06 00:00:00,1350777600000,No Rank,0,1,27.95
2718,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock from the author of “Tuesdays With Morrie.”     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc35f,2012-10-06 00:00:00,1350777600000,5,5,5,24.99
2719,http://www.amazon.com/Dark-Storm-Carpathian-Christine-Feehan/dp/0425255808?tag=NYTBS-20,Christine Feehan,"Descr: In the 23rd book in the Dark series, the Carpathian Dax fights a vampire and meets his life mate.     ",Berkley,DARK STORM,5b4aa4ead3089013507dc361,2012-10-06 00:00:00,1350777600000,7,0,1,26.95
2720,http://www.amazon.com/Live-Night-Novel-Dennis-Lehane-ebook/dp/B007HC3PUG?tag=NYTBS-20,Dennis Lehane,Descr: A South Boston punk becomes a Florida crime boss.     ,Morrow/HarperCollins,LIVE BY NIGHT,5b4aa4ead3089013507dc362,2012-10-06 00:00:00,1350777600000,No Rank,0,1,27.99
2721,http://www.amazon.com/Phantom-Harry-Novel-Jo-Nesbo-ebook/dp/B007QPFGJW?tag=NYTBS-20,Jo Nesbo,Descr: The Oslo detective Harry Hole returns after three years away to find the social fabric in tatters.     ,Knopf,PHANTOM,5b4aa4ead3089013507dc363,2012-10-06 00:00:00,1350777600000,9,0,1,25.95
2722,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc364,2012-10-06 00:00:00,1350777600000,10,6,4,26.95
2723,http://www.amazon.com/This-Book-Full-Spiders-Seriously/dp/0312546343?tag=NYTBS-20,David Wong,"Descr: Two Midwestern slackers, the heroes of “John Dies at the End,” race against the clock to avert a zombie apocalypse.     ",Thomas Dunne/St. Martin's,THIS BOOK IS FULL OF SPIDERS,5b4aa4ead3089013507dc365,2012-10-06 00:00:00,1350777600000,11,0,1,25.99
2724,http://www.amazon.com/Telegraph-Avenue-Michael-Chabon-ebook/dp/B007HBH2EW?tag=NYTBS-20,Michael Chabon,"Descr: Fathers and sons in Berkeley and Oakland, Calif.     ",Harper/HarperCollins,TELEGRAPH AVENUE,5b4aa4ead3089013507dc366,2012-10-06 00:00:00,1350777600000,12,9,4,27.99
2725,http://www.amazon.com/Low-Pressure-Sandra-Brown/dp/1455501557?tag=NYTBS-20,Sandra Brown,Descr: A woman makes disturbing discoveries — and acquires a stalker — when she writes a book about her sister’s murder.     ,Grand Central,LOW PRESSURE,5b4aa4ead3089013507dc367,2012-10-06 00:00:00,1350777600000,13,7,3,26.99
2727,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,Louise Erdrich,"Descr: On an Ojibwe reservation in North Dakota in 1988, a 13-year-old boy and his father try to discover who is responsible for his mother’s devastating rape.     ",Harper/HarperCollins,THE ROUND HOUSE,5b4aa4ead3089013507dc36a,2012-10-06 00:00:00,1350777600000,16,0,1,27.99
2729,http://www.amazon.com/Mad-River-Virgil-Flowers-Novel/dp/0399157700?tag=NYTBS-20,John Sandford,Descr: Virgil Flowers joins the hunt for a teenage Bonnie and Clyde.     ,Putnam,MAD RIVER,5b4aa4ead3089013507dc373,2012-10-13 00:00:00,1351382400000,5,2,2,27.95
2730,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock from the author of “Tuesdays With Morrie.”     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc374,2012-10-13 00:00:00,1351382400000,6,5,6,24.99
2731,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc376,2012-10-13 00:00:00,1351382400000,No Rank,10,5,26.95
2732,http://www.amazon.com/Live-Night-Novel-Dennis-Lehane-ebook/dp/B007HC3PUG?tag=NYTBS-20,Dennis Lehane,Descr: A South Boston punk becomes a Florida crime boss.     ,Morrow/HarperCollins,LIVE BY NIGHT,5b4aa4ead3089013507dc377,2012-10-13 00:00:00,1351382400000,9,8,2,27.99
2733,http://www.amazon.com/Low-Pressure-Sandra-Brown/dp/1455501557?tag=NYTBS-20,Sandra Brown,Descr: A woman makes disturbing discoveries — and acquires a stalker — when she writes a book about her sister’s murder.     ,Grand Central,LOW PRESSURE,5b4aa4ead3089013507dc378,2012-10-13 00:00:00,1351382400000,10,13,4,26.99
2735,http://www.amazon.com/Phantom-Harry-Novel-Jo-Nesbo-ebook/dp/B007QPFGJW?tag=NYTBS-20,Jo Nesbo,Descr: The Oslo detective Harry Hole returns after three years away to find the social fabric in tatters.     ,Knopf,PHANTOM,5b4aa4ead3089013507dc37a,2012-10-13 00:00:00,1351382400000,No Rank,9,2,25.95
2736,http://www.amazon.com/Into-Woods-Hollows-Beyond-Collection/dp/0061974323?tag=NYTBS-20,Kim Harrison,Descr: A collection including all of the Hollows stories along with new work.     ,Harper Voyager/HarperCollins Publishers,INTO THE WOODS,5b4aa4ead3089013507dc37b,2012-10-13 00:00:00,1351382400000,13,0,1,24.99
2737,http://www.amazon.com/Telegraph-Avenue-Michael-Chabon-ebook/dp/B007HBH2EW?tag=NYTBS-20,Michael Chabon,"Descr: Fathers and sons in Berkeley and Oakland, Calif.     ",Harper/HarperCollins,TELEGRAPH AVENUE,5b4aa4ead3089013507dc37c,2012-10-13 00:00:00,1351382400000,14,12,5,27.99
2738,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,Louise Erdrich,"Descr: On an Ojibwe reservation in North Dakota in 1988, a 13-year-old boy and his father try to discover who is responsible for his mother’s devastating rape.     ",Harper/HarperCollins,THE ROUND HOUSE,5b4aa4ead3089013507dc37d,2012-10-13 00:00:00,1351382400000,15,16,2,27.99
2739,http://www.amazon.com/The-Panther-John-Corey-Book/dp/0446699616?tag=NYTBS-20,Nelson DeMille,"Descr: Posted to Yemen, the anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative — who is out to avenge the death of the Libyan terrorist Corey killed in New York.     ",Grand Central,THE PANTHER,5b4aa4ead3089013507dc383,2012-10-20 00:00:00,1351987200000,1,0,1,27.99
2740,http://www.amazon.com/The-Bone-Bed-Scarpetta-Novel/dp/0399157565?tag=NYTBS-20,Patricia Cornwell,Descr: A paleontologist’s disappearance in Canada turns out to be connected to crimes much closer to home for the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.     ,Putnam,THE BONE BED,5b4aa4ead3089013507dc386,2012-10-20 00:00:00,1351987200000,4,0,1,28.95
2742,http://www.amazon.com/The-Secret-Keeper-A-Novel-ebook/dp/B007EECSFA?tag=NYTBS-20,Kate Morton,Descr: A British actress searches for secrets in her 90-year-old mother’s past.     ,Atria,THE SECRET KEEPER,5b4aa4ead3089013507dc38a,2012-10-20 00:00:00,1351987200000,8,0,1,26.99
2743,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock from the author of “Tuesdays With Morrie.”     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc38b,2012-10-20 00:00:00,1351987200000,9,6,7,24.99
2744,http://www.amazon.com/Mad-River-Virgil-Flowers-Novel/dp/0399157700?tag=NYTBS-20,John Sandford,Descr: Virgil Flowers joins the hunt for a teenage Bonnie and Clyde.     ,Putnam,MAD RIVER,5b4aa4ead3089013507dc38c,2012-10-20 00:00:00,1351987200000,10,5,3,27.95
2746,http://www.amazon.com/Sleep-No-More-Eve-Duncan-ebook/dp/B007TJ55YG?tag=NYTBS-20,Iris Johansen,Descr: The forensic sculptor Eve Duncan investigates when her mother’s friend disappears from a mental hospital.     ,St. Martin's,SLEEP NO MORE,5b4aa4ead3089013507dc38f,2012-10-20 00:00:00,1351987200000,13,0,1,27.99
2747,http://www.amazon.com/This-How-You-Lose-Her-ebook/dp/B0085DOG2W?tag=NYTBS-20,Junot Díaz,"Descr: Stories of love, loss and family history from a Pulitzer Prize-winning novelist.     ",Riverhead,THIS IS HOW YOU LOSE HER,5b4aa4ead3089013507dc391,2012-10-20 00:00:00,1351987200000,15,8,6,26.95
2748,http://www.amazon.com/The-Racketeer-Novel-John-Grisham/dp/0345545338?tag=NYTBS-20,John Grisham,"Descr: Malcolm Bannister, an imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a scheme to exchange this information for his freedom.     ",Doubleday,THE RACKETEER,5b4aa4ead3089013507dc397,2012-10-27 00:00:00,1352592000000,1,0,1,28.95
2749,http://www.amazon.com/The-Panther-John-Corey-Book/dp/0446699616?tag=NYTBS-20,Nelson DeMille,"Descr: The anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative.     ",Grand Central,THE PANTHER,5b4aa4ead3089013507dc398,2012-10-27 00:00:00,1352592000000,No Rank,1,2,27.99
2750,http://www.amazon.com/The-Bridge-Novel-Karen-Kingsbury-ebook/dp/B007EDZ08S?tag=NYTBS-20,Karen Kingsbury,Descr: The destruction of a beloved bookstore offers the shop’s supporters second chances on love and leases.     ,Howard Books,THE BRIDGE,5b4aa4ead3089013507dc39b,2012-10-27 00:00:00,1352592000000,5,0,1,19.99
2751,http://www.amazon.com/The-Bone-Bed-Scarpetta-Novel/dp/0399157565?tag=NYTBS-20,Patricia Cornwell,Descr: A paleontologist’s disappearance in Canada turns out to be connected to crimes much closer to home for the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.     ,Putnam,THE BONE BED,5b4aa4ead3089013507dc39c,2012-10-27 00:00:00,1352592000000,6,4,2,28.95
2753,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock from the author of “Tuesdays With Morrie.”     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc3a2,2012-10-27 00:00:00,1352592000000,12,9,8,24.99
2754,http://www.amazon.com/The-Yellow-Birds-A-Novel/dp/0316219363?tag=NYTBS-20,Kevin Powers,Descr: A young soldier goes to battle in Iraq and has trouble adjusting once back home.     ,"Little, Brown",THE YELLOW BIRDS,5b4aa4ead3089013507dc3a3,2012-10-27 00:00:00,1352592000000,13,0,1,24.99
2755,http://www.amazon.com/Mad-River-Virgil-Flowers-Novel/dp/0399157700?tag=NYTBS-20,John Sandford,Descr: Virgil Flowers joins the hunt for a teenage Bonnie and Clyde.     ,Putnam,MAD RIVER,5b4aa4ead3089013507dc3a4,2012-10-27 00:00:00,1352592000000,14,10,4,27.95
2756,http://www.amazon.com/The-Secret-Keeper-A-Novel-ebook/dp/B007EECSFA?tag=NYTBS-20,Kate Morton,Descr: A British actress searches for secrets in her 90-year-old mother’s past.     ,Atria,THE SECRET KEEPER,5b4aa4ead3089013507dc3a5,2012-10-27 00:00:00,1352592000000,15,8,2,26.99
2758,http://www.amazon.com/The-Racketeer-Novel-John-Grisham/dp/0345545338?tag=NYTBS-20,John Grisham,"Descr: Malcolm Bannister, an imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a scheme to exchange this information for his freedom.     ",Doubleday,THE RACKETEER,5b4aa4ead3089013507dc3ab,2012-11-03 00:00:00,1353196800000,1,1,2,28.95
2759,http://www.amazon.com/The-Panther-John-Corey-Book/dp/0446699616?tag=NYTBS-20,Nelson DeMille,"Descr: The anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative.     ",Grand Central,THE PANTHER,5b4aa4ead3089013507dc3ae,2012-11-03 00:00:00,1353196800000,4,2,3,27.99
2761,http://www.amazon.com/The-Bone-Bed-Scarpetta-Novel/dp/0399157565?tag=NYTBS-20,Patricia Cornwell,Descr: A paleontologist’s disappearance in Canada turns out to be connected to crimes much closer to home for the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.     ,Putnam,THE BONE BED,5b4aa4ead3089013507dc3b1,2012-11-03 00:00:00,1353196800000,7,6,3,28.95
2763,http://www.amazon.com/The-Giving-Quilt-Creek-Quilts/dp/0525953604?tag=NYTBS-20,Jennifer Chiaverini,"Descr: Quilters gather for a post-Thanksgiving session, for charity and for the rewards of human connection.     ",Dutton,THE GIVING QUILT,5b4aa4ead3089013507dc3b8,2012-11-03 00:00:00,1353196800000,14,0,1,26.95
2764,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock from the author of “Tuesdays With Morrie.”     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc3b9,2012-11-03 00:00:00,1353196800000,15,12,9,24.99
2765,http://www.amazon.com/The-Secret-Keeper-A-Novel-ebook/dp/B007EECSFA?tag=NYTBS-20,Kate Morton,Descr: A British actress searches for secrets in her 90-year-old mother’s past.     ,Atria,THE SECRET KEEPER,5b4aa4ead3089013507dc3ba,2012-11-03 00:00:00,1353196800000,16,15,3,26.99
2766,http://www.amazon.com/The-Racketeer-Novel-John-Grisham/dp/0345545338?tag=NYTBS-20,John Grisham,"Descr: Malcolm Bannister, an imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a scheme to exchange this information for his freedom.     ",Doubleday,THE RACKETEER,5b4aa4ead3089013507dc3bf,2012-11-10 00:00:00,1353801600000,1,1,3,28.95
2768,http://www.amazon.com/Flight-Behavior-Novel-Barbara-Kingsolver-ebook/dp/B007HBY89E?tag=NYTBS-20,Barbara Kingsolver,Descr: An Appalachian woman becomes involved in an effort to save monarch butterflies.     ,Harper/HarperCollins,FLIGHT BEHAVIOR,5b4aa4ead3089013507dc3c1,2012-11-10 00:00:00,1353801600000,3,0,1,28.99
2769,http://www.amazon.com/The-Panther-John-Corey-Book/dp/0446699616?tag=NYTBS-20,Nelson DeMille,"Descr: The anti-terrorist task force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda operative.     ",Grand Central,THE PANTHER,5b4aa4ead3089013507dc3c4,2012-11-10 00:00:00,1353801600000,6,4,4,27.99
2770,http://www.amazon.com/The-Bone-Bed-Scarpetta-Novel/dp/0399157565?tag=NYTBS-20,Patricia Cornwell,Descr: A paleontologist’s disappearance in Canada turns out to be connected to crimes much closer to home for the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.     ,Putnam,THE BONE BED,5b4aa4ead3089013507dc3c6,2012-11-10 00:00:00,1353801600000,No Rank,7,4,28.95
2773,http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,Mitch Albom,Descr: A fable about the inventor of the world’s first clock.     ,Hyperion,THE TIME KEEPER,5b4aa4ead3089013507dc3cc,2012-11-10 00:00:00,1353801600000,14,15,10,24.99
2774,http://www.amazon.com/The-Secret-Keeper-A-Novel-ebook/dp/B007EECSFA?tag=NYTBS-20,Kate Morton,Descr: A British actress searches for secrets in her 90-year-old mother’s past.     ,Atria,THE SECRET KEEPER,5b4aa4ead3089013507dc3cd,2012-11-10 00:00:00,1353801600000,15,16,4,26.99
2775,http://www.amazon.com/The-Last-Man-A-Novel-ebook/dp/B007HACDLK?tag=NYTBS-20,Vince Flynn,Descr: The counterterrorism operative Mitch Rapp searches for a missing C.I.A. asset amid treachery in Afghanistan.     ,Emily Bestler/Atria,THE LAST MAN,5b4aa4ead3089013507dc3d3,2012-11-17 00:00:00,1354406400000,1,0,1,27.99
2776,http://www.amazon.com/Merry-Christmas-Cross-James-Patterson-ebook/dp/B007BGQBFY?tag=NYTBS-20,James Patterson,Descr: Detective Alex Cross confronts both a hostage situation and a terrorist act at Christmas.     ,"Little, Brown","MERRY CHRISTMAS, ALEX CROSS",5b4aa4ead3089013507dc3d4,2012-11-17 00:00:00,1354406400000,2,0,1,28.99
2777,http://www.amazon.com/The-Racketeer-Novel-John-Grisham/dp/0345545338?tag=NYTBS-20,John Grisham,Descr: An imprisoned ex-lawyer schemes to exchange information about a murdered federal judge for his freedom.     ,Doubleday,THE RACKETEER,5b4aa4ead3089013507dc3d5,2012-11-17 00:00:00,1354406400000,3,1,4,28.95
2778,http://www.amazon.com/Sweet-Tooth-Novel-Ian-McEwan/dp/0345803450?tag=NYTBS-20,Ian McEwan,Descr: A British woman working for MI5 in 1972 falls in love with a writer the service is clandestinely supporting.     ,Nan A. Talese/Doubleday,SWEET TOOTH,5b4aa4ead3089013507dc3d6,2012-11-17 00:00:00,1354406400000,4,0,1,26.95
2779,http://www.amazon.com/Flight-Behavior-Novel-Barbara-Kingsolver-ebook/dp/B007HBY89E?tag=NYTBS-20,Barbara Kingsolver,Descr: An Appalachian woman becomes involved in an effort to save monarch butterflies.     ,Harper/HarperCollins,FLIGHT BEHAVIOR,5b4aa4ead3089013507dc3d7,2012-11-17 00:00:00,1354406400000,5,3,2,28.99
